Department Name,Classification Name,Address Zip Code,svc_bin,pay_bin,start_year_bin,start_season
SURGERY OP PAVILION,LVN I,91768,15-20,30-35,1990-2000,Fall
CLAREMONT HC URGENT,LVN I,92336,10-15,30-35,2000-2010,Summer
LDRP,LVN I,92336,0-5,20-25,2010-2020,Winter
MEDSURG 5 - (5 CENTR,LVN I,92376,20-25,25-30,1990-2000,Summer
ICU 3,LVN I,91710,10-15,25-30,2000-2010,Winter
MEDSURG 5 - (5 CENTR,LVN I,92307,20-25,25-30,1990-2000,Spring
ICU 3,LVN I,92408,10-15,20-25,2000-2010,Winter
LDRP,LVN I,91730,0-5,20-25,2010-2020,Winter
LDRP,LVN I,92336,15-20,25-30,2000-2010,Winter
TRAUMA ICU,LVN I,91709,0-5,25-30,2010-2020,Winter
CLAREMONT HC URGENT,LVN I,91737,nan,20-25,2010-2020,Fall
LDRP,LVN I,91784,20-25,25-30,1990-2000,Summer
LDRP,LVN I,91773,10-15,25-30,2000-2010,Summer
LAVERNE HC URGENT CA,LVN I,92337,0-5,20-25,2010-2020,Winter
TRAUMA ICU,LVN I,923672,0-5,25-30,2010-2020,Spring
TRAUMA ICU,LVN I,92557,10-15,25-30,2000-2010,Winter
EMERGENCY DEPT,LVN I,91739,10-15,25-30,2000-2010,Winter
MEDSURG 5 - (5 CENTR,LVN I,92336,20-25,25-30,1990-2000,Winter
OCCUPATIONAL HEALTH,"LVN I, OCC HLTH",92336,0-5,30-35,2010-2020,Summer
CLAREMONT HC URGENT,"LVN, LEAD",91710,5-10,30-35,2010-2020,Spring
FAMILY PRACTICE CLIN,"LVN, LEAD",91739,20-25,30-35,1990-2000,Spring
LAVERNE HC URGENT CA,"LVN, LEAD",91739,0-5,30-35,2010-2020,Spring
CLAREMONT HC PRIMARY,"LVN, LEAD",91764,0-5,30-35,2010-2020,Spring
CHINO HILLS  HEALTH,"LVN, LEAD",91803,0-5,30-35,2010-2020,Spring
CH CROSSROADS URGENT,"LVN, LEAD",91709,0-5,30-35,2010-2020,Summer
FAMILY PRACTICE CLIN,"LVN, LEAD",92509,0-5,25-30,2010-2020,Fall
FAMILY PRACTICE CLIN,"LVN, LEAD",92376,0-5,20-25,2010-2020,Fall
LAVERNE HC PRIMARY C,"LVN, LEAD",91768,10-15,30-35,2000-2010,Fall
FAMILY PRACTICE CLIN,"LVN, LEAD",91761,0-5,20-25,2010-2020,Fall
CEN AVE MRI,"M.R.I. TECHNOLOGIST,",91750,20-25,60-65,1990-2000,Winter
RADIOLOGY-MRI,"M.R.I. TECHNOLOGIST,",92867,0-5,60-65,2010-2020,Spring
DEPT OF ACADEMIC AFF,"MANAGER, ACADEMIC AF",92354,0-5,50-55,2010-2020,Winter
FINANCIAL SERVICES,"MANAGER, ACCOUNTING",92336,0-5,55-60,2010-2020,Summer
SATELLITE DIVISION,"MANAGER, AMBULATORY",92336,0-5,55-60,2010-2020,Winter
HUMAN RESOURCES,"MANAGER, BENEFITS",91741,10-15,85-90,2000-2010,Summer
PLANT OPERATIONS,"MANAGER, BIO-MED",91730,15-20,45-50,2000-2010,Spring
PATIENT ACCOUNTING,"MANAGER, BUSINESS SE",92321,25-30,50-55,1980-1990,Fall
FINANCE ADMINISTRATI,"MANAGER, CAPITATION",91773,10-15,45-50,2000-2010,Fall
FINANCIAL SERVICES,"MANAGER, CAPITATION",91360,nan,55-60,2010-2020,Winter
FOOD & NUTRITION SER,"MANAGER, CLINICAL NU",91723,5-10,50-55,2010-2020,Summer
MATERIALS MGNT ADMIN,"MANAGER, CLINICAL VA",92656,0-5,80-85,2010-2020,Spring
COMPLIANCE,"MANAGER, CONTRACT CO",91730,5-10,55-60,2010-2020,Winter
FINANCE ADMINISTRATI,"MANAGER, CONTRACT FI",91766,15-20,50-55,2000-2010,Fall
HEALTH INFO MGNT,"MANAGER, DATA INTEGR",91761,20-25,55-60,1990-2000,Summer
INFORMATION SERVICES,"MANAGER, DESKTOP SUP",92508,nan,65-70,2010-2020,Fall
EVS,"MANAGER, EVS",91752,0-5,35-40,2010-2020,Fall
EVS,"MANAGER, EVS",92220,15-20,50-55,2000-2010,Winter
EVS,"MANAGER, EVS",92392,30-35,35-40,1980-1990,Winter
EVS,"MANAGER, EVS",92407,30-35,35-40,1980-1990,Fall
FOOD & NUTRITION SER,"MANAGER, FOOD & NUTR",91764,10-15,25-30,2000-2010,Summer
FOOD & NUTRITION SER,"MANAGER, FOOD & NUTR",92377,15-20,35-40,2000-2010,Summer
VOLUNTEERS,"MANAGER, GIFT SHOP",91709,5-10,30-35,2010-2020,Fall
INFORMATION SERVICES,"MANAGER, HEALTHCARE",91750,5-10,65-70,2010-2020,Summer
HEALTH INFO MGNT,"MANAGER, HIM OPERATI",91790,30-35,80-85,1980-1990,Spring
INFORMATION SERVICES,"MANAGER, INTEG ARCH",92886,15-20,80-85,2000-2010,Fall
MARKETING/PUBLIC REL,"MANAGER, INTERACTIVE",92345,20-25,50-55,1990-2000,Fall
LABORATORY,"MANAGER, LABORATORY",91709,30-35,65-70,1980-1990,Fall
PLANT OPERATIONS,"MANAGER, MAINTENANCE",92397,40-45,50-55,1970-1980,Summer
MARKETING/PUBLIC REL,"MANAGER, MARKETING C",91773,25-30,50-55,1990-2000,Summer
FINANCIAL SERVICES,"MANAGER, MED REIMBUR",91709,0-5,45-50,2010-2020,Spring
MEDICAL EDUCATION,"MANAGER, MEDICAL EDU",91701,0-5,40-45,2010-2020,Summer
MEDICAL ONCOLOGY,"MANAGER, MEDICAL PRA",92883,0-5,45-50,2010-2020,Fall
DOU2 - SICU,"MANAGER, NURSE",91710,30-35,80-85,1980-1990,Summer
RADIOLOGY-ANGIOGRAPH,"MANAGER, NURSE",92336,0-5,85-90,2010-2020,Winter
EDUCATION,"MANAGER, NURSE",91768,0-5,75-80,2010-2020,Summer
DOU6 - (6TH FLOOR),"MANAGER, NURSE",92882,0-5,75-80,2010-2020,Summer
TRAUMA ICU,"MANAGER, NURSE",90242,0-5,80-85,2010-2020,Summer
FAMILY ED & RESOURCE,"MANAGER, NURSE",91709,40-45,85-90,1970-1980,Winter
MEDSURG 5 - (5 CENTR,"MANAGER, NURSE",91724,30-35,85-90,1980-1990,Summer
MEDSURG 4 - (4 CENTR,"MANAGER, NURSE",92392,0-5,65-70,2010-2020,Winter
CVICU,"MANAGER, NURSE",91709,35-40,85-90,1980-1990,Spring
CARDIAC SURGERY ADMI,"MANAGER, NURSE",91709,15-20,80-85,2000-2010,Summer
ICU,"MANAGER, NURSE",91750,10-15,90-95,2000-2010,Winter
DOU3 - PCCU,"MANAGER, NURSE",91710,20-25,90-95,1990-2000,Summer
MEDICAL ONCOLOGY,"MANAGER, NURSE ONCOL",91761,25-30,85-90,1990-2000,Winter
MASTER PLANNING,"MANAGER, OPERATIONS",92544,0-5,80-85,2010-2020,Spring
PATIENT ACCESS SERVI,"MANAGER, PATIENT ACC",92336,15-20,45-50,2000-2010,Fall
PAYROLL,"MANAGER, PAYROLL/HRI",92336,40-45,85-90,1970-1980,Fall
TELECOMMUNICATIONS,"MANAGER, PBX",91737,15-20,20-25,2000-2010,Winter
PHARMACY,"MANAGER, PHARMACY",91750,10-15,95-100,2000-2010,Winter
PHARMACY,"MANAGER, PHARMACY",92833,0-5,95-100,2010-2020,Spring
PHARMACY,"MANAGER, PHARMACY IN",92833,5-10,95-100,2010-2020,Fall
SATELLITE DIVISION,"MANAGER, PHYSICIAN R",91711,5-10,50-55,2010-2020,Summer
PLANT OPERATIONS,"MANAGER, PLANT OPERA",90640,0-5,50-55,2010-2020,Summer
INFORMATION SERVICES,"MANAGER, PMO",93291,0-5,95-100,2010-2020,Summer
COMPLIANCE,"MANAGER, PRIVACY & C",91739,25-30,75-80,1990-2000,Summer
RESOURCE CENTER,"MANAGER, PROGRAM NUR",91711,20-25,80-85,1990-2000,Spring
PATIENT ACCOUNTING,"MANAGER, PROJECT BUS",91711,10-15,50-55,2000-2010,Fall
FINANCIAL SERVICES,"MANAGER, PROJECT DEC",91750,0-5,45-50,2010-2020,Summer
FINANCIAL SERVICES,"MANAGER, PROJECT DEC",91710,10-15,50-55,2000-2010,Spring
FINANCIAL SERVICES,"MANAGER, PROJECT DEC",92883,0-5,45-50,2010-2020,Spring
MARKETING/PUBLIC REL,"MANAGER, PUBLIC RELA",91784,5-10,50-55,2010-2020,Spring
RADIATION ONCOLOGY,"MANAGER, RADIATION O",91711,35-40,80-85,1980-1990,Summer
RADIOLOGY-ADMIN,"MANAGER, RADIOLOGY",90703,0-5,60-65,2010-2020,Fall
RADIOLOGY-ADMIN,"MANAGER, RADIOLOGY I",91709,15-20,60-65,2000-2010,Summer
RESPIRATORY SERVICES,"MANAGER, RESPIRATORY",92881,40-45,55-60,1970-1980,Winter
RESPIRATORY SERVICES,"MANAGER, RESPIRATORY",91784,40-45,60-65,1970-1980,Winter
RESPIRATORY SERVICES,"MANAGER, RESPIRATORY",92555,0-5,50-55,2010-2020,Spring
RESPIRATORY SERVICES,"MANAGER, RESPIRATORY",92880,0-5,50-55,2010-2020,Fall
PATIENT RELATIONS,"MANAGER, RISK",91767,20-25,60-65,1990-2000,Fall
SECURITY,"MANAGER, SECURITY",91773,0-5,40-45,2010-2020,Spring
SECURITY,"MANAGER, SECURITY",91722,0-5,40-45,2010-2020,Spring
MASTER PLANNING,"MANAGER, SENIOR CONS",91709,0-5,55-60,2010-2020,Summer
SOCIAL SERVICES,"MANAGER, SOCIAL SERV",91016,10-15,65-70,2000-2010,Winter
PHYSICAL THERAPY CHI,"MANAGER, SR PHYSICAL",92886,25-30,75-80,1990-2000,Winter
OCCUPATIONAL THERAPY,"MANAGER, SR PHYSICAL",92808,15-20,65-70,2000-2010,Fall
INFORMATION SERVICES,"MANAGER, SR PROJECT",91709,5-10,80-85,2010-2020,Summer
STERILE PROCESSING,"MANAGER, STERILE PRO",91752,25-30,45-50,1990-2000,Winter
MATERIALS MGNT ADMIN,"MANAGER, STRATEGIC S",91710,15-20,60-65,2000-2010,Spring
MATERIALS MGNT ADMIN,"MANAGER, SUPPLY CHAI",92571,0-5,55-60,2010-2020,Fall
ENVIRONMENTAL SAFETY,"MANAGER, SUPPORT SER",91730,15-20,45-50,2000-2010,Spring
MATERIALS MGNT ADMIN,"MANAGER, SURGERY INV",92879,0-5,60-65,2010-2020,Spring
INFORMATION SERVICES,"MANAGER, SYSTEMS OPE",91786,10-15,75-80,2000-2010,Winter
INFORMATION SERVICES,"MANAGER, TELECOMMUNI",91730,15-20,50-55,2000-2010,Winter
UTILIZATION MANAGEME,"MANAGER, UM OPERATIO",91789,15-20,90-95,2000-2010,Fall
OCCUPATIONAL HEALTH,"MANAGER, WORKERS' CO",91701,10-15,75-80,2000-2010,Fall
RESOURCE CENTER,"MANAGER, WOUND CARE",91784,10-15,85-90,2000-2010,Fall
PLANT OPERATIONS,"MECHANIC, AIR CONDIT",91767,0-5,40-45,2010-2020,Spring
PLANT OPERATIONS,"MECHANIC, AIR CONDIT",92555,10-15,40-45,2000-2010,Fall
PLANT OPERATIONS,"MECHANIC, AIR CONDIT",91701,45-50,40-45,1970-1980,Fall
PLANT OPERATIONS,"MECHANIC, FIRE/LIFE",92336,0-5,25-30,2010-2020,Winter
PLANT OPERATIONS,"MECHANIC, MAINTENANC",91761,0-5,30-35,2010-2020,Spring
PLANT OPERATIONS,"MECHANIC, MAINTENANC",91765,0-5,30-35,2010-2020,Spring
PLANT OPERATIONS,"MECHANIC, MAINTENANC",91792,0-5,25-30,2010-2020,Winter
PLANT OPERATIONS,"MECHANIC, MAINTENANC",91730,25-30,30-35,1980-1990,Fall
PLANT OPERATIONS,"MECHANIC, MAINTENANC",92359,5-10,30-35,2010-2020,Summer
PLANT OPERATIONS,"MECHANIC, MAINTENANC",91762,40-45,30-35,1970-1980,Fall
PLANT OPERATIONS,"MECHANIC, MAINTENANC",91767,15-20,30-35,2000-2010,Summer
PLANT OPERATIONS,"MECHANIC, MAINTENANC",91770,20-25,30-35,1990-2000,Spring
PLANT OPERATIONS,"MECHANIC, MAINTENANC",91761,20-25,30-35,1990-2000,Winter
PLANT OPERATIONS,"MECHANIC, MAINTENANC",91767,35-40,30-35,1980-1990,Summer
PLANT OPERATIONS,"MECHANIC, MAINTENANC",91766,5-10,25-30,2010-2020,Summer
PLANT OPERATIONS,"MECHANIC, MAINTENANC",91768,5-10,25-30,2010-2020,Summer
PLANT OPERATIONS,"MECHANIC, MAINTENANC",92504,25-30,30-35,1980-1990,Fall
PLANT OPERATIONS,"MECHANIC, MAINTENANC",91007,15-20,30-35,2000-2010,Fall
LABORATORY,MED LAB ASST,92823,10-15,30-35,2000-2010,Fall
LABORATORY,MED LAB ASST,91710,nan,20-25,2020-2021,Winter
LABORATORY,MED LAB ASST,91766,0-5,20-25,2010-2020,Fall
LABORATORY,MED LAB ASST,91709,0-5,20-25,2010-2020,Fall
LABORATORY,MED LAB ASST,91701,25-30,30-35,1990-2000,Winter
LABORATORY,MED LAB ASST,92532,5-10,30-35,2010-2020,Spring
LABORATORY,MED LAB ASST,92337,5-10,30-35,2010-2020,Winter
LABORATORY,MED LAB ASST,91710,35-40,30-35,1980-1990,Winter
LABORATORY,MED LAB ASST,91710,20-25,30-35,1990-2000,Spring
LABORATORY,MED LAB ASST,92336,0-5,20-25,2010-2020,Fall
LABORATORY,MED LAB ASST,91790,5-10,30-35,2010-2020,Fall
ELIG SERV,MEDI-CAL LIAISON,91737,30-35,25-30,1980-1990,Summer
ELIG SERV,MEDI-CAL LIAISON,92316,10-15,25-30,2000-2010,Spring
ELIG SERV,MEDI-CAL LIAISON,91767,15-20,25-30,1990-2000,Winter
ELIG SERV,MEDI-CAL LIAISON,92509,20-25,25-30,1990-2000,Summer
ELIG SERV,MEDI-CAL LIAISON,91790,15-20,25-30,2000-2010,Summer
LAB-PATHOLOGY,MEDICAL SECRETARY,91764,15-20,30-35,2000-2010,Summer
LAB-PATHOLOGY,MEDICAL SECRETARY,91762,10-15,30-35,2000-2010,Summer
CCC SUP SERV,"NAVIGATOR, LUNG CCC",91784,0-5,55-60,2010-2020,Winter
SOCIAL SERVICES,"NAVIGATOR, NURSE PAL",91750,15-20,65-70,2000-2010,Winter
INFORMATION SERVICES,NETWORK ENGINEER III,92394,0-5,55-60,2010-2020,Summer
INFORMATION SERVICES,NETWORK ENGINEER III,91784,0-5,65-70,2010-2020,Summer
NEUROLOGY,"NEUROLOGY TECH, SR",91761,30-35,45-50,1980-1990,Spring
RADIOLOGY-NUCLEAR,NUCLEAR MED TECHNOLO,91730,0-5,40-45,2010-2020,Fall
RADIOLOGY-NUCLEAR,NUCLEAR MED TECHNOLO,92320,0-5,55-60,2010-2020,Fall
RADIOLOGY-NUCLEAR,NUCLEAR MED TECHNOLO,92373,0-5,45-50,2010-2020,Winter
RADIOLOGY-NUCLEAR,NUCLEAR MED TECHNOLO,90631,5-10,55-60,2010-2020,Spring
RADIOLOGY-NUCLEAR,NUCLEAR MED TECHNOLO,91765,10-15,55-60,2000-2010,Fall
RADIOLOGY-NUCLEAR,NUCLEAR MEDICINE TEA,91766,15-20,65-70,2000-2010,Spring
RESOURCE CENTER,NURSE EXTERN,91724,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,91708,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91740,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,90706,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,91767,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,92404,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91803,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91701,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,91768,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91762,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92376,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,91208,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,92345,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,92507,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92336,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,91792,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91766,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91767,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91762,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92392,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,92701,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91761,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91765,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91773,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,91710,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92705,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,90605,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91748,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91766,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,90606,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92127,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91740,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91355,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,92336,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92831,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91105,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91766,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91763,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91748,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92122,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92371,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,91754,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,93021,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91768,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,92407,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91764,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92507,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,91723,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91767,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92308,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,92336,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91748,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91768,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92399,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,93060,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91792,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,92407,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,91709,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92555,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92596,nan,15-20,2020-2021,Winter
RESOURCE CENTER,NURSE EXTERN,91709,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91767,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91724,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92335,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,90023,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91744,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92376,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91762,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91792,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91006,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92860,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91763,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,91710,nan,15-20,2010-2020,Winter
RESOURCE CENTER,NURSE EXTERN,92335,nan,15-20,2020-2021,Winter
OCCUPATIONAL HEALTH,"NURSE, ASSOCIATE HEA",91767,20-25,55-60,1990-2000,Winter
DOU3 - PCCU,NURSING ASSIST,92335,5-10,20-25,2010-2020,Winter
DOU2 - SICU,NURSING ASSIST,92407,10-15,25-30,2000-2010,Fall
DOU3 - PCCU,NURSING ASSIST,92335,5-10,20-25,2010-2020,Summer
RESOURCE CENTER,NURSING ASSIST,91737,0-5,15-20,2010-2020,Summer
MEDSURG 4 - (4 CENTR,NURSING ASSIST,92336,0-5,25-30,2010-2020,Spring
RESOURCE CENTER,NURSING ASSIST,91739,0-5,20-25,2010-2020,Fall
RESOURCE CENTER,NURSING ASSIST,91730,0-5,15-20,2010-2020,Winter
MEDSURG 4 - (4 CENTR,NURSING ASSIST,92337,0-5,20-25,2010-2020,Spring
DOU6 - (6TH FLOOR),NURSING ASSIST,92394,10-15,25-30,2000-2010,Spring
DOU3 - PCCU,NURSING ASSIST,91750,10-15,25-30,2000-2010,Spring
DOU3 - PCCU,NURSING ASSIST,92551,10-15,25-30,2000-2010,Summer
RESOURCE CENTER,NURSING ASSIST,90011,0-5,15-20,2010-2020,Summer
ICU,NURSING ASSIST,92504,0-5,20-25,2010-2020,Spring
DOU2 - SICU,NURSING ASSIST,91764,15-20,25-30,2000-2010,Summer
OBSERVATION CARE,NURSING ASSIST,91767,0-5,25-30,2010-2020,Winter
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91766,30-35,25-30,1980-1990,Spring
DOU3 - PCCU,NURSING ASSIST,92336,15-20,25-30,2000-2010,Fall
DOU3 - PCCU,NURSING ASSIST,92404,20-25,25-30,1990-2000,Summer
DOU3 - PCCU,NURSING ASSIST,92507,5-10,20-25,2010-2020,Winter
DOU6 - (6TH FLOOR),NURSING ASSIST,91786,5-10,20-25,2010-2020,Summer
DOU2 - SICU,NURSING ASSIST,91765,20-25,25-30,1990-2000,Spring
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91766,nan,25-30,2010-2020,Fall
DOU3 - PCCU,NURSING ASSIST,91739,nan,15-20,2010-2020,Fall
MEDSURG 5 - (5 CENTR,NURSING ASSIST,92880,15-20,25-30,2000-2010,Summer
CATH LAB,NURSING ASSIST,92880,15-20,25-30,2000-2010,Spring
DOU3 - PCCU,NURSING ASSIST,92377,10-15,25-30,2000-2010,Fall
DOU3 - PCCU,NURSING ASSIST,92377,15-20,25-30,2000-2010,Winter
DOU3 - PCCU,NURSING ASSIST,92551,10-15,25-30,2000-2010,Spring
DOU3 - PCCU,NURSING ASSIST,92394,15-20,25-30,2000-2010,Summer
RESOURCE CENTER,NURSING ASSIST,92408,10-15,25-30,2000-2010,Winter
MEDSURG 5 - (5 CENTR,NURSING ASSIST,91767,15-20,25-30,2000-2010,Winter
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91737,20-25,25-30,1990-2000,Summer
DOU2 - SICU,NURSING ASSIST,92308,0-5,20-25,2010-2020,Spring
DOU2 - SICU,NURSING ASSIST,91766,5-10,20-25,2010-2020,Summer
DOU3 - PCCU,NURSING ASSIST,91767,15-20,25-30,2000-2010,Summer
OBSERVATION CARE,NURSING ASSIST,91711,0-5,20-25,2010-2020,Spring
DOU3 - PCCU,NURSING ASSIST,92336,25-30,25-30,1990-2000,Summer
DOU2 - SICU,NURSING ASSIST,91010,0-5,20-25,2010-2020,Winter
DOU6 - (6TH FLOOR),NURSING ASSIST,90220,0-5,25-30,2010-2020,Summer
DOU3 - PCCU,NURSING ASSIST,91767,15-20,25-30,2000-2010,Winter
LDRP,NURSING ASSIST,91762,10-15,25-30,2000-2010,Fall
DOU2 - SICU,NURSING ASSIST,91737,15-20,25-30,2000-2010,Summer
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91710,0-5,25-30,2010-2020,Fall
DAY SURGERY,NURSING ASSIST,91710,10-15,25-30,2000-2010,Summer
OBSERVATION CARE,NURSING ASSIST,92336,20-25,25-30,1990-2000,Fall
OBSERVATION CARE,NURSING ASSIST,91750,0-5,20-25,2010-2020,Fall
DOU6 - (6TH FLOOR),NURSING ASSIST,91711,0-5,15-20,2010-2020,Summer
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91786,nan,15-20,2010-2020,Fall
DAY SURGERY,NURSING ASSIST,91730,15-20,25-30,2000-2010,Fall
DOU3 - PCCU,NURSING ASSIST,92507,0-5,20-25,2010-2020,Summer
RESOURCE CENTER,NURSING ASSIST,91768,0-5,20-25,2010-2020,Spring
RESOURCE CENTER,NURSING ASSIST,91766,0-5,15-20,2010-2020,Winter
RESOURCE CENTER,NURSING ASSIST,91786,15-20,25-30,1990-2000,Fall
DOU3 - PCCU,NURSING ASSIST,91762,30-35,25-30,1980-1990,Spring
DOU3 - PCCU,NURSING ASSIST,91711,10-15,20-25,2000-2010,Spring
CVICU,NURSING ASSIST,91711,0-5,15-20,2010-2020,Fall
ICU,NURSING ASSIST,91750,0-5,25-30,2010-2020,Winter
DOU3 - PCCU,NURSING ASSIST,92336,10-15,25-30,2000-2010,Spring
DOU3 - PCCU,NURSING ASSIST,91767,15-20,25-30,1990-2000,Fall
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91763,15-20,25-30,2000-2010,Summer
DOU3 - PCCU,NURSING ASSIST,91730,20-25,25-30,1990-2000,Spring
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91763,nan,20-25,2020-2021,Winter
OBSERVATION CARE,NURSING ASSIST,92301,0-5,25-30,2010-2020,Summer
DOU3 - PCCU,NURSING ASSIST,91767,20-25,25-30,1990-2000,Spring
MEDSURG 5 - (5 CENTR,NURSING ASSIST,92335,20-25,25-30,1990-2000,Spring
CVICU,NURSING ASSIST,92337,15-20,25-30,1990-2000,Fall
MEDSURG 4 - (4 CENTR,NURSING ASSIST,91766,0-5,15-20,2010-2020,Winter
CVICU,NURSING ASSIST,91763,0-5,20-25,2010-2020,Summer
DOU3 - PCCU,NURSING ASSIST,91731,15-20,25-30,2000-2010,Spring
RESOURCE CENTER,NURSING ASSIST,91737,nan,15-20,2010-2020,Fall
MEDSURG 5 - (5 CENTR,NURSING ASSIST,91762,nan,25-30,2020-2021,Winter
DOU3 - PCCU,NURSING ASSIST,92509,nan,20-25,2020-2021,Winter
RESOURCE CENTER,NURSING ASSIST,92324,15-20,25-30,1990-2000,Fall
RESOURCE CENTER,NURSING ASSIST,91763,15-20,25-30,2000-2010,Spring
DOU3 - PCCU,NURSING ASSIST,92508,5-10,20-25,2010-2020,Winter
MEDSURG 5 - (5 CENTR,NURSING ASSIST,91750,20-25,25-30,1990-2000,Winter
